gradient,N,sigma,rho,success,train_error,train_error_fit,validation_error,time_exec(s),nfev,nit,njev
None,30,2.0,0.001,True,4.059094712544829,0.0643555964264261,0.0670178851919875,23.234572887420654,95160,773,780
Grad,30,2.0,0.001,True,4.059094712544829,0.06435578350568816,0.06700771986051551,1.5514121055603027,742,735,742
None,30,5.0,1e-05,True,12.895165262810563,0.00047447854942530746,0.000581681455395514,142.95894575119019,585844,4682,4802
Grad,30,5.0,1e-05,True,12.895165262810563,0.0004632991439165323,0.0005305113160156382,10.596312999725342,5242,5071,5242
None,30,5.0,5e-05,True,8.909056125391041,0.002066893793416698,0.0022686597827274828,224.469055891037,647332,5175,5306
Grad,30,5.0,5e-05,True,8.909056125391041,0.0020669096774146587,0.002271493787844755,9.978770017623901,4016,3894,4016
None,30,5.0,0.0001,True,11.179436247757721,0.004030818506380024,0.004440516738923247,71.78754210472107,228384,1841,1872
Grad,30,5.0,0.0001,True,11.179436247757721,0.003994916599805425,0.0043983723499583,3.782460927963257,1834,1805,1834
None,30,5.0,0.0005,True,15.841451905653827,0.01676055284134933,0.018485984116303526,28.942317008972168,118950,966,975
Grad,30,5.0,0.0005,True,15.841451905653827,0.016757947201423068,0.01848887673359026,2.1513938903808594,1077,1062,1077
None,30,5.0,0.001,True,47.7253883291204,0.0314728596200165,0.035495979844871905,25.526951789855957,105164,843,862
Grad,30,5.0,0.001,True,47.7253883291204,0.030842226700663895,0.03364631542646896,1.9733271598815918,987,969,987
