gradient,K,N,sigma,rho,success,train_error,train_error_fit,validation_error,time_exec(s),nfev,nit,njev
Grad,5,10,0.2,0.0005,True,353.0178348209999,0.7934215431990594,1.0042875799618023,0.2332578182220459,200,177,200
Grad,5,10,0.2,0.001,True,355.8162851867187,0.7714734637498899,1.1150303366533851,0.1917506694793701,139,126,139
Grad,5,10,0.4,1e-05,True,442.94001272187023,0.0782059354881138,0.17749650361182576,0.30518355369567873,209,184,209
Grad,5,10,0.4,5e-05,True,364.23243099567753,0.10365750206298711,0.21746076367384956,0.37558703422546386,230,202,230
Grad,5,10,0.4,0.0001,True,357.83787039826973,0.18920424469011482,0.3111725667789963,0.33410282135009767,237,216,237
Grad,5,10,0.4,0.0005,True,333.73290934290446,0.20577852883965111,0.31822836721863446,0.237493896484375,176,167,176
Grad,5,10,0.4,0.001,True,385.5493300447512,0.2558201806102217,0.35732346083265243,0.2928246021270752,182,166,182
Grad,5,10,0.6,1e-05,True,514.3303650546,0.034032607701524574,0.08156654136476729,0.4270466327667236,268,256,268
Grad,5,10,0.6,5e-05,True,583.4546587540488,0.04845876078714213,0.10496613296372095,0.541176700592041,333,306,333
Grad,5,10,0.6,0.0001,True,561.8840657226469,0.053609569742034534,0.10885131717465309,0.3925011157989502,253,238,253
Grad,5,10,0.6,0.0005,True,332.9329075460103,0.09262681142348278,0.13209867018836705,0.29206295013427735,171,167,171
Grad,5,10,0.6,0.001,True,441.37700117316814,0.14277291221395907,0.17637752723417172,0.3097104072570801,183,177,183
Grad,5,10,0.8,1e-05,True,405.6960676422899,0.03416011171534618,0.059716771542885995,0.4791234016418457,323,313,323
Grad,5,10,0.8,5e-05,True,410.1747046249639,0.04621896010313368,0.07319782991647704,0.44344234466552734,271,263,271
Grad,5,10,0.8,0.0001,True,1194.8875972324347,0.05469469246824295,0.08539510573144113,0.40732855796813966,267,259,267
Grad,5,10,0.8,0.0005,True,373.2144226556496,0.11405136394954507,0.16805120951837635,0.2376965045928955,139,137,139
Grad,5,10,0.8,0.001,True,332.8628718524572,0.14354114952788044,0.19234482783849827,0.26630558967590334,183,181,183
Grad,5,10,1.0,1e-05,True,312.3986112702756,0.06531621658512662,0.09312563540646814,0.6291338920593261,421,406,421
Grad,5,10,1.0,5e-05,True,280.427453704189,0.06429272058223996,0.0812826684874111,0.6354764938354492,392,382,392
Grad,5,10,1.0,0.0001,True,299.92683673833335,0.07672560083225237,0.10775750310052228,0.405180835723877,248,243,248
